group,num_1,num_2,num_3,target,ID
9,0.21853404241094568,-1.314748860310423,-1.8364888385704266,1,0
9,-1.1195461283831687,-0.9906540774992385,0.9969574815226198,0,3
13,-0.8050951810305088,0.6460453434287315,-0.9377866663411604,1,7
0,1.2669111491866227,1.121689142387919,-1.1554960421287641,1,11
5,-0.47883745600840416,0.8878039355788485,-1.3068213411611485,0,12
13,1.1839874431968893,0.8340554518493689,0.3385741900816487,0,15
11,-0.6375875420759639,-1.5333920889187305,-0.7149058470495814,0,18
13,-0.09107586035302723,-0.27695909422716564,1.118169414895207,1,22
9,-0.8852486861242225,1.1116314741410516,-1.4738408968097159,1,23
13,0.07896404566808451,0.02166541170356352,0.05553874089166623,0,24
11,-2.169677417725702,-0.1846109944370498,0.17492346744196388,1,25
0,-0.6771617115121117,0.7124817644338045,0.3440001063050359,1,31
12,0.5364138998913434,1.0893798361546077,0.3707055671155837,1,33
4,0.840620026504553,-0.9249258157192739,0.12477857967741192,1,34
4,1.1618783026081905,0.18794177643275645,-1.1711676678012368,1,37
13,0.3817341689625093,-2.0239316109829444,-0.385715369038408,1,39
9,-0.059415181272494094,-0.49736953314026283,-1.69842690923735,1,42
0,0.6256673477650062,-3.2415138253291205,-0.003477209701936022,0,43
4,-0.4316203127180484,-0.007062904550829715,-0.18759882127683974,1,45
12,1.7481370691208353,-1.1858523292388699,0.9305107655361015,1,55
13,0.03390272368233751,-0.9117822876686418,0.24970716122253878,1,59
12,-0.5292010098115129,1.3065540677345007,-1.1973976863003002,0,61
13,-0.7717408145967823,1.0033133128149014,-1.0082860679643277,1,68
3,0.8157372125392968,-0.8300704951292369,1.6546347484020885,1,69
3,-0.20932367715186612,-1.0257233949746074,0.31549680832349175,0,71
5,-0.29396694766418224,-0.7748021781355291,-0.02794777127829265,0,73
0,-0.6451197546051243,-0.36249900288206854,0.5844887886474618,0,82
9,0.5507975722736632,-0.3005359851787682,0.38986515806571725,1,85
4,-0.1601327955666404,0.18030505133750305,-0.727949867474313,0,89
9,-1.2790307362197864,-1.2008189998350405,0.22794726206260926,0,91
13,-0.2205382291565374,0.40394041606830444,0.8246595628492529,0,92
12,-0.2376833169609843,1.926345405721134,0.5059343058207516,1,95
3,1.328194141849058,-0.03494150045863278,-1.82719593747126,1,96
13,-0.22710600778092602,-1.1229011560768327,1.0122459076529051,1,97
13,-0.7712002995492906,-0.4111733955533163,0.4317057853214802,1,98
11,1.1628385775349859,-0.16186476535773067,0.643913010296156,1,99
3,0.028181157369128247,0.8301613723463044,-0.5747932272153171,0,100
13,-0.3787598366030933,-0.22393942431327402,0.05917346556049609,1,103
4,-1.4063174636718339,-0.45767699298843306,0.008274494342320363,0,107
12,-1.0084487325473497,-0.22836079265763917,-0.22425879143948552,1,108
11,-0.8451539584261589,-0.9203586163069253,-0.42035532657652597,0,109
13,0.7451508642848174,0.7992464575172452,-1.0511317357761678,0,112
12,-0.47579544400490115,1.6399566818286606,-0.027983992670794922,1,113
9,0.5681032051286461,0.3566676072498469,0.71373521966136,1,114
5,0.7833905092825955,-0.0936090233663665,1.390725929141431,1,116
5,-0.10322175293249623,1.7816847864668515,0.8467223387708436,0,117
12,-0.8523867660741036,-1.026710491785266,1.8418780020912402,0,118
12,0.6709112482768751,-1.2486634247626274,1.227987809585601,1,119
4,-0.6414815952229522,-0.9809467270133695,-0.7161945136133265,1,120
3,-0.4532280493272752,0.9907108466240852,1.2931480750212714,0,121
13,-0.5059661989878553,0.028565762777586125,-1.5478404612786616,1,123
4,0.8004095252276823,1.4336250198209464,0.9422300175678358,0,128
13,1.193311005927126,2.3845978003314694,-2.124445143093358,1,129
13,0.23962751823899794,0.28244976405560046,-2.0160302195142723,1,130
5,-1.3526702858435344,-0.7308131256087531,-0.33674303004789563,0,133
4,1.0325462043416573,0.32158454037275613,-1.5028017113050698,1,134
9,-0.06407776414871663,0.04052294231700992,-0.29476407422553264,1,135
13,-0.6116337366945591,0.7069550099205425,0.2553543421120036,0,139
3,1.2004139079444254,-0.5329937194259537,-1.027994073217439,1,140
0,-0.20219265243389406,-0.2650649968885794,-1.363404247337514,1,142
11,0.2620668090867255,-0.5394297937784186,0.5198829317679478,1,144
11,-0.19819567637971988,1.1086744199557241,-1.2187111007693654,1,153
13,-0.49195690486948307,2.105856344363327,0.6586908139056186,0,154
4,2.589563642018614,0.21498281745454795,0.3108383975387898,0,156
3,0.30740669780910074,0.8627545919526867,0.536824683955676,1,157
9,0.03471374875256186,-1.422058497167931,0.28237775119951514,0,163
9,0.6928557558178116,-0.367114170072311,0.898346125075529,1,164
9,-0.3998990621311371,-0.5461661042180197,-0.9243041684813366,1,165
12,-0.8692869869886438,-1.6984505684002509,0.7130732322865353,1,166
11,0.551885971822154,-0.6291996069703238,0.6511897695753841,0,168
12,0.5181017020299757,-0.9062181261926946,-0.2345229260809859,0,169
11,-0.35084943007647457,1.284080276542287,-1.4886726837818571,1,177
9,-0.9899577925520139,1.5095239926988544,-1.5477064012411874,1,178
0,0.22409248181041677,0.5686446160127705,1.0166432073158822,1,180
5,-0.375196380323937,-1.0971438697704636,0.05042676413944306,1,181
9,0.7828737349485725,0.2079200673839576,0.7845272604756386,1,185
0,-0.5443827245251827,-3.1385146662340397,-0.8157060480993442,0,186
13,-0.2724100166036872,-0.5883400573076859,-1.4483559179583039,0,187
0,0.9633761292443218,-1.7681310327067183,-0.4786921889391912,0,188
0,0.11351734525124804,-0.31667954593424946,-1.2373536900391682,1,189
9,0.03944704824073949,-0.09860839900467729,0.22658392902730803,1,190
9,-1.123494033239598,-0.30093529297013316,0.07610241646858744,0,191
0,0.010233061019587049,-0.38856822049120293,-1.336722084146622,1,196
5,0.020886488295961788,-0.45699183382523145,-0.816184171876115,1,199
0,-0.600638689918805,-1.6251212588825248,1.6737437539834248,0,203
12,-0.20562785364324765,0.3920445038685057,0.622664215918158,1,204
3,-0.3653215513121087,0.1699745397492694,-0.21191059347748104,0,206
9,0.3216785413765001,-0.10861665493834241,-0.9893782707397202,1,208
13,-0.7239647304677874,0.5209768734917716,1.5111411600126732,1,209
9,-0.2841550979287972,0.903058166736933,-1.0694023872354967,1,212
13,-0.009182353385138937,1.514247599980887,-0.17145793064083975,0,214
13,-0.978740836309766,-1.359201268663323,-0.977284832042969,1,221
9,0.73463754545933,0.03158900615257829,1.3049402040080331,1,223
0,0.8995998754332507,1.9740786877450238,-0.1720313621156695,0,229
0,1.0324652605511468,-1.025219085737433,0.7614306240608931,0,232
0,0.47323762457354485,0.5574085568511856,-0.1889812445126243,1,233
0,-0.0771017094141042,0.2625028908518338,-0.6604473680075832,1,237
4,0.16865467196672768,-0.17613419771077837,1.0967242076292842,0,241
5,0.6728612359668199,-0.8554826959255813,2.8220002498383985,1,244
11,1.665351917623531,-0.3239808507005772,1.0611317569487992,1,252
5,-0.3079615296390403,0.11041804694611956,-0.5903616918053307,1,254
11,0.7826298263165181,0.3188270435795304,-1.190709431945161,1,256
9,1.2495049007061587,0.7917452740087223,-1.498281809324653,1,258
13,0.775115121589086,0.5053933762204632,0.05797469661566357,0,259
9,-0.8342818100346248,-2.55254015202075,0.31251516619556136,0,262
12,-0.12402138738999703,-0.7709990128187286,-0.7216221912293651,0,264
12,1.3511140899867151,-0.8320704677327967,-0.03984542278078571,1,265
3,-0.2711236010425688,-0.33577861774042206,-1.1600203819432886,0,267
3,0.4365598041576678,1.2523463622980082,0.2906664931130496,1,272
5,0.638391925608383,-0.10744488179424941,-0.8899625565571414,1,275
0,0.5219415656168976,0.2637555848225758,-0.5793053085790432,1,276
0,-1.3281860488984305,-0.08378309988906465,-0.7028328129354411,1,277
4,0.3696421921980939,-0.041491104577379236,-0.889252162470918,1,280
11,1.719040612841821,-0.23307719205082192,-0.7093589096424198,1,281
13,0.638677139880301,0.7611923727015086,-0.6932761239231569,0,286
